#time in s	Single 1(/s)	
11.9	6360	
12	5950	
12.1	6420	
12.2	6680	
12.3	6350	
12.4	6090	
12.5	6130	
12.6	6630	
12.7	5990	
12.8	6180	
12.9	6170	
13	5850	
13.1	6730	
13.2	6260	
13.3	6690	
13.4	6660	
13.5	6290	
13.6	6300	
13.7	6360	
13.8	6630	
13.9	6170	
14	6230	
14.1	6140	
14.2	6280	
14.3	6500	
14.4	6120	
14.5	5920	
14.6	6560	
14.7	6760	
14.8	6400	
14.9	6520	
15	6190	
15.1	6350	
15.2	6520	
15.3	6340	
15.4	6090	
15.5	6400	
15.6	5870	
15.7	6620	
15.8	6500	
15.9	6740	
16	6030	
16.1	6810	
16.2	6320	
16.3	6760	
16.4	6320	
16.5	6060	
16.6	6640	
16.7	6570	
16.8	6760	
16.9	6330	
17	6280	
17.1	6570	
17.2	6270	
17.3	6360	
17.4	6660	
17.5	6790	
17.6	6060	
17.7	6410	
17.8	6670	
17.9	6360	
18	6210	
18.1	6550	
18.2	6170	
18.3	6280	
18.4	6250	
18.5	6650	
18.6	6250	
18.7	6530	
18.8	6330	
18.9	6330	
19	6520	
19.1	6440	
19.2	6210	
19.3	6090	
19.4	6150	
19.5	6640	
19.6	6570	
19.7	6550	
19.8	6780	
19.9	5940	
20	6350	
20.1	6900	
20.2	6250	
20.3	6420	
20.4	6400	
20.5	6730	
20.6	6490	
20.7	6160	
20.8	6070	
20.9	6250	
21	6150	
21.1	5960	
21.2	5820	
21.3	6550	
21.4	6410	
21.5	6310	
21.6	6180	
21.7	6100	
21.8	5860	
