#time in s	Single 1(/s)	
10.4	7170	
10.5	6810	
10.6	7180	
10.7	7200	
10.8	7040	
10.9	7170	
11	6910	
11.1	7440	
11.2	6840	
11.3	6880	
11.4	6690	
11.5	7060	
11.6	6880	
11.7	6720	
11.8	7110	
11.9	6830	
12	6950	
12.1	7140	
12.2	7070	
12.3	6660	
12.4	7440	
12.5	7320	
12.6	6560	
12.7	6600	
12.8	6870	
12.9	6840	
13	6800	
13.1	6870	
13.2	6930	
13.3	6910	
13.4	6540	
13.5	7060	
13.6	6410	
13.7	6780	
13.8	6960	
13.9	6860	
14	7070	
14.1	7020	
14.2	6910	
14.3	6570	
14.4	6650	
14.5	7200	
14.6	6930	
14.7	6950	
14.8	6240	
14.9	7000	
15	7150	
15.1	6690	
15.2	7300	
15.3	7050	
15.4	7170	
15.5	7120	
15.6	6800	
15.7	6630	
15.8	6800	
15.9	6750	
16	6950	
16.1	6810	
16.2	7560	
16.3	6850	
16.4	6710	
16.5	7010	
16.6	7580	
16.7	7100	
16.8	6880	
16.9	7080	
17	6590	
17.1	7250	
17.2	7040	
17.3	6840	
17.4	6470	
17.5	7090	
17.6	6860	
17.7	6870	
17.8	6770	
17.9	7070	
18	6880	
18.1	7140	
18.2	6870	
18.3	6910	
18.4	6850	
18.5	7160	
18.6	7180	
18.7	7000	
18.8	7240	
18.9	6840	
19	6750	
19.1	7030	
19.2	6900	
19.3	6480	
19.4	6700	
19.5	6910	
19.6	7310	
19.7	7010	
19.8	7010	
19.9	7150	
20	7040	
20.1	6400	
20.2	6630	
20.3	6610	
