#time in s	Single 1(/s)	
10.6	4750	
10.7	4720	
10.8	4500	
10.9	4340	
11	4690	
11.1	4340	
11.2	4500	
11.3	4740	
11.4	4570	
11.5	4720	
11.6	4400	
11.7	4840	
11.8	4910	
11.9	4620	
12	4490	
12.1	4570	
12.2	4670	
12.3	4720	
12.4	4550	
12.5	4450	
12.6	4740	
12.7	4810	
12.8	4350	
12.9	4710	
13	5010	
13.1	4740	
13.2	5070	
13.3	4710	
13.4	4600	
13.5	4220	
13.6	4400	
13.7	4880	
13.8	4830	
13.9	4250	
14	4730	
14.1	4900	
14.2	4870	
14.3	4710	
14.4	4580	
14.5	4780	
14.6	4630	
14.7	4140	
14.8	4780	
14.9	4710	
15	4620	
15.1	4310	
15.2	4740	
15.3	4460	
15.4	4900	
15.5	4790	
15.6	4760	
15.7	4240	
15.8	4520	
15.9	4780	
16	4690	
16.1	4530	
16.2	5260	
16.3	4590	
16.4	4550	
16.5	4500	
16.6	4490	
16.7	4710	
16.8	4620	
16.9	4390	
17	4780	
17.1	4870	
17.2	4800	
17.3	4500	
17.4	4510	
17.5	4250	
17.6	5000	
17.7	4720	
17.8	4580	
17.9	4430	
18	4380	
18.1	4360	
18.2	4870	
18.3	4480	
18.4	4340	
18.5	4630	
18.6	5020	
18.7	4600	
18.8	4720	
18.9	4720	
19	4280	
19.1	4500	
19.2	4980	
19.3	4430	
19.4	4520	
19.5	4670	
19.6	4210	
19.7	4630	
19.8	4380	
19.9	4410	
20	4400	
20.1	4510	
20.2	4720	
20.3	4640	
20.4	4260	
20.5	4710	
