#time in s	Single 1(/s)	
11.6	11260	
11.7	11160	
11.8	11490	
11.9	10760	
12	11600	
12.1	11540	
12.2	11100	
12.3	11890	
12.4	10700	
12.5	10830	
12.6	10800	
12.7	11160	
12.8	11230	
12.9	10900	
13	11160	
13.1	10760	
13.2	10750	
13.3	10950	
13.4	11230	
13.5	11070	
13.6	11750	
13.7	11500	
13.8	10450	
13.9	11410	
14	10490	
14.1	11510	
14.2	11620	
14.3	11620	
14.4	10760	
14.5	10950	
14.6	11330	
14.7	11540	
14.8	10670	
14.9	10920	
15	11710	
15.1	11890	
15.2	10810	
15.3	10950	
15.4	11130	
15.5	10650	
15.6	11270	
15.7	10910	
15.8	11230	
15.9	10750	
16	10590	
16.1	11170	
16.2	10630	
16.3	11100	
16.4	11070	
16.5	11150	
16.6	10960	
16.7	10950	
16.8	11190	
16.9	11600	
17	11250	
17.1	11370	
17.2	11570	
17.3	10340	
17.4	10390	
17.5	11240	
17.6	11370	
17.7	10910	
17.8	11420	
17.9	10920	
18	11110	
18.1	10500	
18.2	10840	
18.3	11410	
18.4	10590	
18.5	10710	
18.6	11210	
18.7	11260	
18.8	11140	
18.9	11060	
19	11230	
19.1	10750	
19.2	11750	
19.3	10900	
19.4	10310	
19.5	11140	
19.6	10470	
19.7	11010	
19.8	10590	
19.9	10920	
20	11060	
20.1	11180	
20.2	10950	
20.3	10850	
20.4	11830	
20.5	11040	
20.6	11230	
20.7	11320	
20.8	11380	
20.9	10980	
21	11370	
21.1	10830	
21.2	11200	
21.3	10840	
21.4	11010	
21.5	11090	
