#time in s	Single 1(/s)	
10.6	6030	
10.7	5740	
10.8	5760	
10.9	6480	
11	6250	
11.1	5800	
11.2	6190	
11.3	6430	
11.4	6060	
11.5	6770	
11.6	6010	
11.7	5580	
11.8	5990	
11.9	6240	
12	6160	
12.1	6060	
12.2	6260	
12.3	5980	
12.4	6050	
12.5	6280	
12.6	5830	
12.7	6260	
12.8	5850	
12.9	6250	
13	5940	
13.1	6420	
13.2	6100	
13.3	5880	
13.4	5940	
13.5	6060	
13.6	6090	
13.7	5940	
13.8	6370	
13.9	5460	
14	6330	
14.1	5800	
14.2	6220	
14.3	5780	
14.4	6380	
14.5	6300	
14.6	6480	
14.7	6050	
14.8	6290	
14.9	6410	
15	6000	
15.1	6330	
15.2	6420	
15.3	5830	
15.4	5630	
15.5	6040	
15.6	5820	
15.7	5590	
15.8	6010	
15.9	6240	
16	6040	
16.1	6070	
16.2	5930	
16.3	5850	
16.4	6160	
16.5	5970	
16.6	5560	
16.7	6720	
16.8	6020	
16.9	6520	
17	6210	
17.1	6190	
17.2	5990	
17.3	5770	
17.4	5860	
17.5	5800	
17.6	5970	
17.7	6140	
17.8	5800	
17.9	6240	
18	5580	
18.1	5700	
18.2	6460	
18.3	6320	
18.4	5850	
18.5	6110	
18.6	6070	
18.7	5760	
18.8	5860	
18.9	5860	
19	5980	
19.1	5940	
19.2	6310	
19.3	5860	
19.4	5640	
19.5	5810	
19.6	6320	
19.7	6410	
19.8	5810	
19.9	5790	
20	6230	
20.1	5950	
20.2	5720	
20.3	6450	
20.4	6190	
20.5	6200	
