#time in s	Single 1(/s)	
13.8	11890	
13.9	11740	
14	11760	
14.1	11770	
14.2	11740	
14.3	12250	
14.4	11510	
14.5	11740	
14.6	11650	
14.7	12030	
14.8	12040	
14.9	11780	
15	11860	
15.1	11990	
15.2	12040	
15.3	11850	
15.4	11110	
15.5	12020	
15.6	12090	
15.7	11270	
15.8	12010	
15.9	12850	
16	12440	
16.1	12770	
16.2	12280	
16.3	11930	
16.4	12420	
16.5	12100	
16.6	12700	
16.7	12220	
16.8	11830	
16.9	11980	
17	12520	
17.1	12630	
17.2	11850	
17.3	12060	
17.4	11680	
17.5	12120	
17.6	11580	
17.7	11630	
17.8	11490	
17.9	12100	
18	12000	
18.1	11690	
18.2	11690	
18.3	12050	
18.4	11320	
18.5	11530	
18.6	11640	
18.7	11990	
18.8	11900	
18.9	12110	
19	11430	
19.1	11220	
19.2	12050	
19.3	11860	
19.4	11960	
19.5	11530	
19.6	11730	
19.7	12110	
19.8	12000	
19.9	12250	
20	11820	
20.1	12360	
20.2	12170	
20.3	11750	
20.4	11560	
20.5	12310	
20.6	12290	
20.7	12520	
20.8	11670	
20.9	13140	
21	11920	
21.1	12340	
21.2	12120	
21.3	11940	
21.4	11260	
21.5	12050	
21.6	12120	
21.7	11370	
21.8	12000	
21.9	11830	
22	12150	
22.1	11820	
22.2	11660	
22.3	11870	
22.4	12000	
22.5	11660	
22.6	11880	
22.7	11270	
22.8	12040	
22.9	11840	
23	12110	
23.1	12050	
23.2	12070	
23.3	12690	
23.4	12170	
23.5	12220	
23.6	11680	
23.7	11650	
