#time in s	Single 1(/s)	
10.7	3990	
10.8	4110	
10.9	3580	
11	3570	
11.1	4150	
11.2	4100	
11.3	4320	
11.4	4180	
11.5	4450	
11.6	4660	
11.7	4690	
11.8	4180	
11.9	4940	
12	4800	
12.1	4460	
12.2	4250	
12.3	4510	
12.4	4670	
12.5	4530	
12.6	4410	
12.7	4430	
12.8	4440	
12.9	4490	
13	4770	
13.1	4070	
13.2	4320	
13.3	4330	
13.4	4590	
13.5	4570	
13.6	4700	
13.7	4840	
13.8	4800	
13.9	4120	
14	4160	
14.1	4520	
14.2	4470	
14.3	4580	
14.4	4950	
14.5	4970	
14.6	5150	
14.7	5460	
14.8	4540	
14.9	4910	
15	4540	
15.1	4800	
15.2	4520	
15.3	4380	
15.4	4840	
15.5	4340	
15.6	4530	
15.7	4510	
15.8	4250	
15.9	4330	
16	4420	
16.1	4870	
16.2	4840	
16.3	4590	
16.4	4760	
16.5	4530	
16.6	4650	
16.7	4290	
16.8	4220	
16.9	4590	
17	4470	
17.1	4460	
17.2	4600	
17.3	4390	
17.4	4310	
17.5	4550	
17.6	4480	
17.7	4610	
17.8	4320	
17.9	4470	
18	4560	
18.1	4170	
18.2	4310	
18.3	4080	
18.4	4550	
18.5	4530	
18.6	4300	
18.7	4580	
18.8	4460	
18.9	4690	
19	4390	
19.1	4110	
19.2	4140	
19.3	4340	
19.4	4060	
19.5	4550	
19.6	4390	
19.7	4330	
19.8	4800	
19.9	4340	
20	4090	
20.1	4540	
20.2	4080	
20.3	4340	
20.4	4150	
20.5	4650	
20.6	4540	
