#time in s	Single 1(/s)	
10.5	8680	
10.6	8490	
10.7	8500	
10.8	8640	
10.9	8470	
11	8950	
11.1	8650	
11.2	8990	
11.3	9570	
11.4	8940	
11.5	8530	
11.6	9180	
11.7	8550	
11.8	8990	
11.9	8720	
12	8330	
12.1	8840	
12.2	8930	
12.3	8600	
12.4	7920	
12.5	8920	
12.6	8610	
12.7	8340	
12.8	9120	
12.9	8830	
13	8880	
13.1	9280	
13.2	8900	
13.3	8530	
13.4	8380	
13.5	9320	
13.6	8970	
13.7	9140	
13.8	8740	
13.9	8690	
14	8520	
14.1	8950	
14.2	8440	
14.3	8360	
14.4	8760	
14.5	8990	
14.6	9230	
14.7	8940	
14.8	9150	
14.9	8240	
15	9140	
15.1	8490	
15.2	9100	
15.3	8440	
15.4	8480	
15.5	8430	
15.6	8880	
15.7	8880	
15.8	8780	
15.9	8770	
16	9370	
16.1	8680	
16.2	8750	
16.3	8680	
16.4	8480	
16.5	8520	
16.6	8470	
16.7	8740	
16.8	9130	
16.9	8120	
17	8840	
17.1	8830	
17.2	8420	
17.3	8680	
17.4	9090	
17.5	8560	
17.6	8510	
17.7	8800	
17.8	8830	
17.9	8520	
18	8520	
18.1	9150	
18.2	9150	
18.3	8700	
18.4	9140	
18.5	8640	
18.6	8670	
18.7	8610	
18.8	8940	
18.9	8890	
19	8520	
19.1	9260	
19.2	8910	
19.3	8810	
19.4	8750	
19.5	8650	
19.6	9020	
19.7	8440	
19.8	9420	
19.9	8680	
20	8670	
20.1	9180	
20.2	8480	
20.3	8530	
20.4	8570	
