#time in s	Single 1(/s)	
10.5	8090	
10.6	8340	
10.7	8570	
10.8	8350	
10.9	8880	
11	8070	
11.1	8000	
11.2	8310	
11.3	7490	
11.4	8650	
11.5	8460	
11.6	8300	
11.7	8320	
11.8	8140	
11.9	8450	
12	7750	
12.1	7950	
12.2	8310	
12.3	7760	
12.4	7870	
12.5	8000	
12.6	7980	
12.7	8270	
12.8	8230	
12.9	8080	
13	7570	
13.1	8170	
13.2	8150	
13.3	8080	
13.4	7650	
13.5	8000	
13.6	7730	
13.7	7440	
13.8	7900	
13.9	8310	
14	7650	
14.1	8230	
14.2	8210	
14.3	7830	
14.4	8150	
14.5	8450	
14.6	7890	
14.7	8150	
14.8	8080	
14.9	7890	
15	8400	
15.1	8200	
15.2	8300	
15.3	8190	
15.4	8160	
15.5	8240	
15.6	7780	
15.7	8340	
15.8	7890	
15.9	8220	
16	8030	
16.1	8110	
16.2	8650	
16.3	8480	
16.4	8170	
16.5	8330	
16.6	8470	
16.7	8560	
16.8	8170	
16.9	8050	
17	8110	
17.1	8400	
17.2	8420	
17.3	8920	
17.4	8400	
17.5	8360	
17.6	8360	
17.7	7860	
17.8	8140	
17.9	7440	
18	6660	
18.1	6860	
18.2	6810	
18.3	6940	
18.4	7410	
18.5	7430	
18.6	7870	
18.7	8530	
18.8	8070	
18.9	8190	
19	7940	
19.1	7710	
19.2	7550	
19.3	7800	
19.4	8110	
19.5	7730	
19.6	7330	
19.7	7880	
19.8	7670	
19.9	7330	
20	7700	
20.1	7670	
20.2	7660	
20.3	7450	
20.4	6910	
