#time in s	Single 1(/s)	
10.6	5760	
10.7	6670	
10.8	6220	
10.9	5770	
11	6210	
11.1	6010	
11.2	6330	
11.3	6230	
11.4	6050	
11.5	6230	
11.6	5940	
11.7	5780	
11.8	6130	
11.9	6240	
12	6060	
12.1	5880	
12.2	6060	
12.3	5860	
12.4	5960	
12.5	5630	
12.6	6380	
12.7	5530	
12.8	6400	
12.9	5710	
13	5650	
13.1	6260	
13.2	6370	
13.3	6390	
13.4	6490	
13.5	6220	
13.6	5910	
13.7	6120	
13.8	6150	
13.9	5560	
14	6310	
14.1	6170	
14.2	6290	
14.3	6520	
14.4	5970	
14.5	5640	
14.6	6000	
14.7	5630	
14.8	6510	
14.9	6230	
15	6230	
15.1	6210	
15.2	6360	
15.3	6120	
15.4	5890	
15.5	6220	
15.6	6140	
15.7	6430	
15.8	6240	
15.9	5880	
16	6300	
16.1	6090	
16.2	6280	
16.3	6220	
16.4	6150	
16.5	6400	
16.6	6350	
16.7	6220	
16.8	6010	
16.9	5880	
17	6150	
17.1	6030	
17.2	6640	
17.3	6010	
17.4	5800	
17.5	6200	
17.6	6080	
17.7	5940	
17.8	6610	
17.9	6080	
18	6190	
18.1	6080	
18.2	5960	
18.3	5950	
18.4	6600	
18.5	5990	
18.6	6640	
18.7	5500	
18.8	6350	
18.9	6030	
19	5770	
19.1	6080	
19.2	6360	
19.3	5970	
19.4	6240	
19.5	6250	
19.6	6130	
19.7	5970	
19.8	6350	
19.9	6020	
20	5700	
20.1	6290	
20.2	5920	
20.3	6320	
20.4	6290	
20.5	6360	
