#time in s	Single 1(/s)	
10.7	1520	
10.8	1910	
10.9	2020	
11	1920	
11.1	2030	
11.2	1910	
11.3	1990	
11.4	1860	
11.5	1760	
11.6	1830	
11.7	1750	
11.8	1790	
11.9	1760	
12	1570	
12.1	1490	
12.2	1530	
12.3	1380	
12.4	1680	
12.5	1800	
12.6	1790	
12.7	1510	
12.8	1780	
12.9	1730	
13	1770	
13.1	1760	
13.2	1840	
13.3	1600	
13.4	1640	
13.5	1590	
13.6	2080	
13.7	1690	
13.8	1830	
13.9	1710	
14	2080	
14.1	1930	
14.2	2210	
14.3	2030	
14.4	2000	
14.5	2000	
14.6	1890	
14.7	1940	
14.8	1740	
14.9	1820	
15	2120	
15.1	1940	
15.2	1860	
15.3	1990	
15.4	1930	
15.5	1710	
15.6	1830	
15.7	1630	
15.8	1690	
15.9	1980	
16	1870	
16.1	1890	
16.2	2050	
16.3	1840	
16.4	2020	
16.5	1850	
16.6	1910	
16.7	1830	
16.8	1740	
16.9	1820	
17	1860	
17.1	1750	
17.2	1870	
17.3	1700	
17.4	1800	
17.5	1720	
17.6	1450	
17.7	1870	
17.8	1660	
17.9	1870	
18	1850	
18.1	1580	
18.2	1870	
18.3	1750	
18.4	1820	
18.5	1530	
18.6	1790	
18.7	1850	
18.8	1970	
18.9	1750	
19	1800	
19.1	1720	
19.2	1960	
19.3	1800	
19.4	1990	
19.5	1780	
19.6	1920	
19.7	1920	
19.8	1700	
19.9	2040	
20	1770	
20.1	2140	
20.2	1770	
20.3	1810	
20.4	1650	
20.5	1870	
20.6	1900	
