#time in s	Single 1(/s)	
10.4	5210	
10.5	5380	
10.6	5350	
10.7	5660	
10.8	5420	
10.9	5410	
11	5260	
11.1	5160	
11.2	5100	
11.3	5520	
11.4	5470	
11.5	5580	
11.6	5350	
11.7	5690	
11.8	5370	
11.9	5370	
12	5870	
12.1	5450	
12.2	5180	
12.3	5780	
12.4	5780	
12.5	5270	
12.6	5420	
12.7	5130	
12.8	5510	
12.9	4830	
13	5520	
13.1	5250	
13.2	5310	
13.3	5410	
13.4	5400	
13.5	5290	
13.6	5610	
13.7	5550	
13.8	5750	
13.9	5190	
14	5590	
14.1	5400	
14.2	5180	
14.3	5350	
14.4	5160	
14.5	5280	
14.6	5160	
14.7	5180	
14.8	4990	
14.9	5390	
15	5600	
15.1	5470	
15.2	5360	
15.3	5510	
15.4	5560	
15.5	5180	
15.6	5540	
15.7	5490	
15.8	5490	
15.9	5540	
16	5590	
16.1	5960	
16.2	5490	
16.3	5370	
16.4	5640	
16.5	5350	
16.6	5280	
16.7	5080	
16.8	5130	
16.9	5270	
17	5140	
17.1	5650	
17.2	5210	
17.3	5280	
17.4	5330	
17.5	5190	
17.6	5490	
17.7	5320	
17.8	5450	
17.9	5580	
18	5430	
18.1	5720	
18.2	5340	
18.3	5350	
18.4	5500	
18.5	5470	
18.6	5450	
18.7	5360	
18.8	5420	
18.9	5510	
19	5660	
19.1	5070	
19.2	5370	
19.3	5400	
19.4	5250	
19.5	5340	
19.6	5680	
19.7	5440	
19.8	5180	
19.9	5380	
20	5570	
20.1	5500	
20.2	5240	
20.3	5340	
