#time in s	Single 1(/s)	
11	7130	
11.1	7460	
11.2	7100	
11.3	7610	
11.4	7270	
11.5	7370	
11.6	7240	
11.7	7000	
11.8	7340	
11.9	7820	
12	7820	
12.1	7370	
12.2	7010	
12.3	7500	
12.4	7020	
12.5	7180	
12.6	7600	
12.7	7530	
12.8	7380	
12.9	7640	
13	7710	
13.1	7170	
13.2	7390	
13.3	7550	
13.4	7510	
13.5	7270	
13.6	7420	
13.7	7220	
13.8	6990	
13.9	7560	
14	7430	
14.1	7470	
14.2	7480	
14.3	7570	
14.4	7380	
14.5	7210	
14.6	7300	
14.7	7560	
14.8	6690	
14.9	7250	
15	6890	
15.1	7790	
15.2	7100	
15.3	7470	
15.4	7090	
15.5	7160	
15.6	7370	
15.7	7200	
15.8	7400	
15.9	7200	
16	7000	
16.1	7540	
16.2	7340	
16.3	7240	
16.4	7220	
16.5	7020	
16.6	7480	
16.7	7170	
16.8	7580	
16.9	7040	
17	7270	
17.1	7400	
17.2	7180	
17.3	6920	
17.4	7800	
17.5	7010	
17.6	7370	
17.7	7160	
17.8	7550	
17.9	7040	
18	7420	
18.1	7210	
18.2	7120	
18.3	7410	
18.4	7820	
18.5	7430	
18.6	7650	
18.7	7360	
18.8	7670	
18.9	7280	
19	7540	
19.1	7020	
19.2	7870	
19.3	7200	
19.4	7320	
19.5	7490	
19.6	6850	
19.7	6750	
19.8	7350	
19.9	7340	
20	7410	
20.1	7630	
20.2	7120	
20.3	7600	
20.4	7690	
20.5	7080	
20.6	7230	
20.7	7190	
20.8	7490	
20.9	7490	
